customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,Segment
1072,46,3,3697.58,3,1,1,311,Average Customers
1073,17,6,6454.889999999999,4,3,3,433,Average Customers
1074,16,8,9370.01,4,4,5,445,Potential Loyalists
1075,67,7,6623.97,2,4,3,243,Lost Customers
1076,9,12,14390.1,5,5,5,555,Champions
1077,5,6,6570.4400000000005,5,3,3,533,New Customers
1078,18,6,5117.1,4,3,2,432,Average Customers
1079,17,4,3829.1099999999997,4,1,2,412,Average Customers
1080,47,3,3133.43,3,1,1,311,Average Customers
1081,11,5,6119.719999999999,5,2,3,523,New Customers
1082,47,5,4492.05,3,2,2,322,Average Customers
1083,266,2,2418.19,1,1,1,111,Lost Customers
1084,4,11,11437.050000000001,5,5,5,555,Champions
1085,64,4,2487.7000000000003,2,1,1,211,Lost Customers
1086,13,9,8640.220000000001,5,5,4,554,Potential Loyalists
1087,14,3,3535.79,5,1,1,511,New Customers
1088,13,6,6230.39,5,3,3,533,New Customers
1089,151,7,6202.85,1,4,3,143,Lost Customers
1090,71,7,5882.43,2,4,3,243,Lost Customers
1091,4,11,10303.810000000001,5,5,5,555,Champions
1092,202,5,4893.719999999999,1,2,2,122,Lost Customers
1093,99,9,12492.4,1,5,5,155,Loyal Customers
1094,43,7,7255.12,3,4,4,344,Average Customers
1095,14,4,6916.039999999999,5,1,4,514,New Customers
1096,55,5,3865.37,3,2,2,322,Average Customers
1097,76,4,4367.8099999999995,2,1,2,212,Lost Customers
1098,8,8,7594.29,5,4,4,544,Potential Loyalists
1099,110,2,1248.96,1,1,1,111,Lost Customers
1100,45,3,2767.35,3,1,1,311,Average Customers
1101,113,5,6377.620000000001,1,2,3,123,Lost Customers
1102,21,8,8832.98,4,4,5,445,Potential Loyalists
1103,32,12,15447.92,4,5,5,455,Loyal Customers
1104,11,7,6458.3,5,4,3,543,New Customers
1105,16,2,3965.4399999999996,4,1,2,412,Average Customers
1106,24,9,11078.470000000001,4,5,5,455,Loyal Customers
1107,48,6,4394.39,3,3,2,332,Average Customers
1108,12,4,1790.0,5,1,1,511,New Customers
1109,208,3,2411.02,1,1,1,111,Lost Customers
1110,17,6,7310.36,4,3,4,434,Average Customers
1111,20,7,6922.7,4,4,4,444,Potential Loyalists
1112,108,3,3589.44,1,1,1,111,Lost Customers
1113,26,9,10999.37,4,5,5,455,Loyal Customers
1114,64,4,4156.4,2,1,2,212,Lost Customers
1115,2,9,9270.03,5,5,5,555,Champions
1116,7,3,4932.34,5,1,2,512,New Customers
1117,136,10,8604.73,1,5,4,154, At Risk
1118,38,4,3365.19,3,1,1,311,Average Customers
1119,98,7,11866.59,2,4,5,245, At Risk
1120,1,6,5386.26,5,3,3,533,New Customers
1121,7,2,2973.36,5,1,1,511,New Customers
1122,26,5,4714.81,4,2,2,422,Average Customers
1123,10,5,6742.5,5,2,3,523,New Customers
1124,44,3,3731.08,3,1,1,311,Average Customers
1125,29,5,3793.5699999999997,4,2,1,421,Average Customers
1126,19,4,4725.4400000000005,4,1,2,412,Average Customers
1127,136,4,5261.43,1,1,2,112,Lost Customers
1128,26,5,5855.4400000000005,4,2,3,423,Average Customers
1129,26,13,18349.27,4,5,5,455,Loyal Customers
1130,117,5,6301.28,1,2,3,123,Lost Customers
1131,53,8,10787.84,3,4,5,345,Average Customers
1132,44,9,10548.14,3,5,5,355,Loyal Customers
1133,17,7,9050.01,4,4,5,445,Potential Loyalists
1134,3,7,6797.39,5,4,4,544,Potential Loyalists
1135,164,3,3530.65,1,1,1,111,Lost Customers
1136,35,6,5600.86,3,3,3,333,Average Customers
1137,5,9,8092.31,5,5,4,554,Potential Loyalists
1138,124,6,7506.16,1,3,4,134,Lost Customers
1139,69,4,3684.36,2,1,1,211,Lost Customers
1140,6,13,16199.24,5,5,5,555,Champions
1141,133,5,4507.79,1,2,2,122,Lost Customers
1142,38,4,4828.39,3,1,2,312,Average Customers
1143,4,5,7112.88,5,2,4,524,New Customers
1144,17,7,9425.65,4,4,5,445,Potential Loyalists
1145,13,2,2382.7200000000003,5,1,1,511,New Customers
1146,73,2,2213.67,2,1,1,211,Lost Customers
1147,165,6,8766.869999999999,1,3,5,135,Lost Customers
1148,8,3,3426.09,5,1,1,511,New Customers
1149,188,4,5793.360000000001,1,1,3,113,Lost Customers
1150,103,5,8439.82,1,2,4,124,Lost Customers
1151,75,5,5819.58,2,2,3,223,Lost Customers
1152,24,8,9434.77,4,4,5,445,Potential Loyalists
1153,17,5,3306.2400000000002,4,2,1,421,Average Customers
1154,131,6,3442.7799999999997,1,3,1,131,Lost Customers
1155,29,7,5342.13,4,4,3,443,Average Customers
1156,40,4,5965.4400000000005,3,1,3,313,Average Customers
1157,85,7,7726.53,2,4,4,244, At Risk
1158,2,7,9091.98,5,4,5,545,Potential Loyalists
1159,6,4,5803.34,5,1,3,513,New Customers
1160,163,3,3192.0099999999998,1,1,1,111,Lost Customers
1161,12,4,4151.98,5,1,2,512,New Customers
1162,136,4,5369.27,1,1,3,113,Lost Customers
1163,48,5,2853.67,3,2,1,321,Average Customers
1164,153,3,2164.22,1,1,1,111,Lost Customers
1165,10,9,6796.88,5,5,4,554,Potential Loyalists
1166,14,6,7638.8,5,3,4,534,New Customers
1167,10,4,4106.64,5,1,2,512,New Customers
1168,59,7,10263.16,2,4,5,245, At Risk
1169,62,7,7605.57,2,4,4,244, At Risk
1170,86,5,6345.1,2,2,3,223,Lost Customers
1171,34,9,9811.45,3,5,5,355,Loyal Customers
1172,44,6,7200.46,3,3,4,334,Average Customers
1173,108,3,2042.9699999999998,1,1,1,111,Lost Customers
1174,8,3,3466.9300000000003,5,1,1,511,New Customers
1175,218,2,2449.24,1,1,1,111,Lost Customers
1176,77,4,3909.54,2,1,2,212,Lost Customers
1177,87,8,8367.47,2,4,4,244, At Risk
1178,44,8,10226.15,3,4,5,345,Average Customers
1179,7,4,6441.950000000001,5,1,3,513,New Customers
1180,59,4,3870.83,2,1,2,212,Lost Customers
1181,44,10,9928.33,3,5,5,355,Loyal Customers
1182,5,8,9588.19,5,4,5,545,Potential Loyalists
1183,153,5,7060.07,1,2,4,124,Lost Customers
1184,5,6,7155.030000000001,5,3,4,534,New Customers
1185,9,3,1957.15,5,1,1,511,New Customers
1186,33,6,5299.35,3,3,2,332,Average Customers
1187,58,4,2382.42,3,1,1,311,Average Customers
1188,18,2,3043.9,4,1,1,411,Average Customers
1189,47,4,2894.1,3,1,1,311,Average Customers
1190,6,6,4050.13,5,3,2,532,New Customers
1191,43,8,6925.33,3,4,4,344,Average Customers
1192,79,5,4306.09,2,2,2,222,Lost Customers
1193,36,4,4694.62,3,1,2,312,Average Customers
1194,28,8,7829.33,4,4,4,444,Potential Loyalists
1195,19,5,5178.38,4,2,2,422,Average Customers
1196,18,6,5307.82,4,3,3,433,Average Customers
1197,7,4,4455.89,5,1,2,512,New Customers
1198,68,6,6397.58,2,3,3,233,Lost Customers
1199,43,8,6090.45,3,4,3,343,Average Customers
1200,79,9,7735.860000000001,2,5,4,254, At Risk
1201,82,3,2329.42,2,1,1,211,Lost Customers
1202,85,3,4231.33,2,1,2,212,Lost Customers
1203,7,1,1036.59,5,1,1,511,New Customers
1204,24,3,2461.46,4,1,1,411,Average Customers
1205,22,9,11055.76,4,5,5,455,Loyal Customers
1206,83,2,3229.76,2,1,1,211,Lost Customers
1207,13,7,4099.09,5,4,2,542,New Customers
1208,77,5,6789.07,2,2,4,224,Lost Customers
1209,131,2,2368.55,1,1,1,111,Lost Customers
1210,17,9,10302.32,4,5,5,455,Loyal Customers
1211,234,4,2677.25,1,1,1,111,Lost Customers
1212,71,3,3843.34,2,1,2,212,Lost Customers
1213,69,7,8448.45,2,4,4,244, At Risk
1214,23,4,4251.7,4,1,2,412,Average Customers
1215,77,8,7611.6,2,4,4,244, At Risk
1216,7,4,3354.53,5,1,1,511,New Customers
1217,10,7,8001.530000000001,5,4,4,544,Potential Loyalists
1218,50,6,8266.59,3,3,4,334,Average Customers
1219,4,3,3070.27,5,1,1,511,New Customers
1220,66,5,5406.34,2,2,3,223,Lost Customers
1221,9,7,5309.76,5,4,3,543,New Customers
1222,51,3,2947.03,3,1,1,311,Average Customers
1223,34,8,4991.75,3,4,2,342,Average Customers
1224,47,8,9722.51,3,4,5,345,Average Customers
1225,58,4,5271.6,3,1,2,312,Average Customers
1226,24,5,5188.65,4,2,2,422,Average Customers
1227,61,12,9340.67,2,5,5,255,Loyal Customers
1228,132,4,3561.17,1,1,1,111,Lost Customers
1229,19,9,6854.87,4,5,4,454,Potential Loyalists
1230,76,2,1824.33,2,1,1,211,Lost Customers
1231,175,2,2000.5500000000002,1,1,1,111,Lost Customers
1232,4,9,10746.19,5,5,5,555,Champions
1233,14,9,11281.31,5,5,5,555,Champions
1234,85,8,8027.4800000000005,2,4,4,244, At Risk
1235,81,3,4340.25,2,1,2,212,Lost Customers
1236,41,5,5581.9,3,2,3,323,Average Customers
1237,23,11,14112.4,4,5,5,455,Loyal Customers
1238,101,6,3831.42,1,3,2,132,Lost Customers
1239,38,7,4496.44,3,4,2,342,Average Customers
1240,5,4,4634.82,5,1,2,512,New Customers
1241,75,7,7065.74,2,4,4,244, At Risk
1242,17,3,2670.4700000000003,4,1,1,411,Average Customers
1243,70,10,11625.08,2,5,5,255,Loyal Customers
1244,19,5,4737.43,4,2,2,422,Average Customers
1245,71,7,5886.29,2,4,3,243,Lost Customers
1246,114,2,2963.46,1,1,1,111,Lost Customers
1247,90,4,5835.85,2,1,3,213,Lost Customers
1248,67,1,1661.92,2,1,1,211,Lost Customers
1249,106,5,6448.09,1,2,3,123,Lost Customers
1250,35,10,9534.19,3,5,5,355,Loyal Customers
1251,61,4,2360.34,2,1,1,211,Lost Customers
1252,9,7,9665.09,5,4,5,545,Potential Loyalists
1253,4,4,3836.34,5,1,2,512,New Customers
1254,37,7,6791.62,3,4,4,344,Average Customers
1255,78,3,1726.6999999999998,2,1,1,211,Lost Customers
1256,81,6,6083.15,2,3,3,233,Lost Customers
1257,256,3,2708.91,1,1,1,111,Lost Customers
1258,52,8,8945.56,3,4,5,345,Average Customers
1259,41,7,8470.17,3,4,4,344,Average Customers
1260,66,5,3845.9700000000003,2,2,2,222,Lost Customers
1261,48,6,4878.62,3,3,2,332,Average Customers
1262,43,3,4584.04,3,1,2,312,Average Customers
1263,42,6,5354.29,3,3,3,333,Average Customers
1264,2,4,6000.92,5,1,3,513,New Customers
1265,7,4,4449.86,5,1,2,512,New Customers
1266,257,2,4182.94,1,1,2,112,Lost Customers
1267,141,4,6352.41,1,1,3,113,Lost Customers
1268,67,3,3021.9300000000003,2,1,1,211,Lost Customers
1269,211,3,2962.88,1,1,1,111,Lost Customers
1270,205,4,3962.16,1,1,2,112,Lost Customers
1271,187,2,3387.5299999999997,1,1,1,111,Lost Customers
1272,24,10,12199.83,4,5,5,455,Loyal Customers
1273,23,3,3050.3100000000004,4,1,1,411,Average Customers
1274,14,10,7482.33,5,5,4,554,Potential Loyalists
1275,149,6,5698.139999999999,1,3,3,133,Lost Customers
1276,100,2,2585.3,1,1,1,111,Lost Customers
1277,55,3,2701.3900000000003,3,1,1,311,Average Customers
1278,64,4,6559.17,2,1,3,213,Lost Customers
1279,52,6,6106.63,3,3,3,333,Average Customers
1280,106,4,4802.049999999999,1,1,2,112,Lost Customers
1281,87,3,3403.18,2,1,1,211,Lost Customers
1282,38,8,10069.949999999999,3,4,5,345,Average Customers
1283,93,2,2964.4,2,1,1,211,Lost Customers
1284,78,3,418.80999999999995,2,1,1,211,Lost Customers
1285,117,8,11638.83,1,4,5,145, At Risk
1286,51,7,6400.92,3,4,3,343,Average Customers
1287,67,7,9575.2,2,4,5,245, At Risk
1288,22,5,7824.94,4,2,4,424,Average Customers
1289,11,6,5578.72,5,3,3,533,New Customers
1290,44,9,11890.97,3,5,5,355,Loyal Customers
1291,16,7,8651.92,4,4,4,444,Potential Loyalists
1292,31,5,6404.32,4,2,3,423,Average Customers
1293,239,5,5896.44,1,2,3,123,Lost Customers
1294,176,3,1722.97,1,1,1,111,Lost Customers
1295,29,7,7146.77,4,4,4,444,Potential Loyalists
1296,130,4,5977.84,1,1,3,113,Lost Customers
1297,2,6,6037.48,5,3,3,533,New Customers
1298,141,5,7471.98,1,2,4,124,Lost Customers
1299,6,7,9845.31,5,4,5,545,Potential Loyalists
1300,20,6,9217.35,4,3,5,435,Average Customers
1301,12,8,5396.44,5,4,3,543,New Customers
1302,29,13,17035.83,4,5,5,455,Loyal Customers
1303,10,6,7278.72,5,3,4,534,New Customers
1304,3,6,4316.4400000000005,5,3,2,532,New Customers
1305,142,5,4862.79,1,2,2,122,Lost Customers
1306,12,6,7121.24,5,3,4,534,New Customers
1307,90,9,9888.54,2,5,5,255,Loyal Customers
1308,15,5,7509.25,4,2,4,424,Average Customers
1309,82,4,3547.44,2,1,1,211,Lost Customers
1310,20,5,4177.02,4,2,2,422,Average Customers
1311,37,4,6207.49,3,1,3,313,Average Customers
1312,26,4,3066.41,4,1,1,411,Average Customers
1313,7,8,10174.59,5,4,5,545,Potential Loyalists
1314,27,6,6419.91,4,3,3,433,Average Customers
1315,5,8,5675.12,5,4,3,543,New Customers
1316,32,5,5704.709999999999,4,2,3,423,Average Customers
1317,10,9,15370.81,5,5,5,555,Champions
1318,7,7,7834.26,5,4,4,544,Potential Loyalists
1319,16,5,6649.37,4,2,3,423,Average Customers
1320,94,6,4696.18,2,3,2,232,Lost Customers
1321,103,7,5511.14,1,4,3,143,Lost Customers
1322,63,4,6024.35,2,1,3,213,Lost Customers
1323,53,7,3352.15,3,4,1,341,Average Customers
1324,74,7,6791.04,2,4,4,244, At Risk
1325,82,1,416.98,2,1,1,211,Lost Customers
1326,10,6,6384.110000000001,5,3,3,533,New Customers
1327,6,5,5206.27,5,2,2,522,New Customers
1328,0,7,10301.23,5,4,5,545,Potential Loyalists
1329,4,11,14818.12,5,5,5,555,Champions
1330,75,6,8329.24,2,3,4,234,Lost Customers
1331,5,10,11641.26,5,5,5,555,Champions
1332,31,8,9213.53,4,4,5,445,Potential Loyalists
1333,7,3,3501.9,5,1,1,511,New Customers
1334,240,2,3129.3199999999997,1,1,1,111,Lost Customers
1335,52,7,7295.27,3,4,4,344,Average Customers
1336,78,6,6095.66,2,3,3,233,Lost Customers
1337,83,6,6160.39,2,3,3,233,Lost Customers
1338,231,2,1671.8400000000001,1,1,1,111,Lost Customers
1339,102,5,6447.48,1,2,3,123,Lost Customers
1340,28,8,7371.42,4,4,4,444,Potential Loyalists
1341,10,4,2841.1,5,1,1,511,New Customers
1342,3,5,5550.01,5,2,3,523,New Customers
1343,20,4,4627.96,4,1,2,412,Average Customers
1344,21,3,1709.46,4,1,1,411,Average Customers
1345,43,6,8121.72,3,3,4,334,Average Customers
1346,15,9,10530.7,4,5,5,455,Loyal Customers
1347,91,6,6106.51,2,3,3,233,Lost Customers
1348,114,5,7592.16,1,2,4,124,Lost Customers
1349,43,6,4387.99,3,3,2,332,Average Customers
1350,116,2,2243.46,1,1,1,111,Lost Customers
1351,17,6,8020.08,4,3,4,434,Average Customers
1352,88,3,2496.04,2,1,1,211,Lost Customers
1353,14,9,7872.24,5,5,4,554,Potential Loyalists
1354,74,3,3170.25,2,1,1,211,Lost Customers
1355,8,5,5458.110000000001,5,2,3,523,New Customers
1356,22,6,6474.389999999999,4,3,3,433,Average Customers
1357,12,10,14010.38,5,5,5,555,Champions
1358,3,8,8559.16,5,4,4,544,Potential Loyalists
1359,12,2,2027.25,5,1,1,511,New Customers
1360,181,3,3476.3199999999997,1,1,1,111,Lost Customers
1361,28,7,8979.07,4,4,5,445,Potential Loyalists
1362,118,2,2948.34,1,1,1,111,Lost Customers
1363,24,7,7017.55,4,4,4,444,Potential Loyalists
1364,64,5,5699.07,2,2,3,223,Lost Customers
1365,217,4,2346.0800000000004,1,1,1,111,Lost Customers
1366,54,5,4035.11,3,2,2,322,Average Customers
1367,11,7,4991.900000000001,5,4,2,542,New Customers
1368,48,6,6882.69,3,3,4,334,Average Customers
1369,178,4,4920.55,1,1,2,112,Lost Customers
1370,26,4,3173.01,4,1,1,411,Average Customers
1371,26,4,4146.6,4,1,2,412,Average Customers
1372,66,6,6444.01,2,3,3,233,Lost Customers
1374,39,8,11213.68,3,4,5,345,Average Customers
1375,82,5,6008.95,2,2,3,223,Lost Customers
1376,89,6,6902.15,2,3,4,234,Lost Customers
1377,75,5,5783.17,2,2,3,223,Lost Customers
1378,12,6,8072.719999999999,5,3,4,534,New Customers
1379,28,5,6509.42,4,2,3,423,Average Customers
1380,198,3,4100.01,1,1,2,112,Lost Customers
1381,113,5,7293.99,1,2,4,124,Lost Customers
1382,122,2,2998.29,1,1,1,111,Lost Customers
1383,57,4,4142.55,3,1,2,312,Average Customers
1384,36,6,6268.25,3,3,3,333,Average Customers
1385,142,5,7432.72,1,2,4,124,Lost Customers
1386,106,3,3260.21,1,1,1,111,Lost Customers
1387,215,1,1635.3,1,1,1,111,Lost Customers
1388,19,6,6237.99,4,3,3,433,Average Customers
1389,49,9,10567.12,3,5,5,355,Loyal Customers
1390,1,9,9070.85,5,5,5,555,Champions
1391,63,3,3611.7799999999997,2,1,1,211,Lost Customers
1392,107,3,4481.38,1,1,2,112,Lost Customers
1393,1,3,2847.5,5,1,1,511,New Customers
1394,171,4,4565.360000000001,1,1,2,112,Lost Customers
1395,87,3,4039.38,2,1,2,212,Lost Customers
1396,9,10,11434.630000000001,5,5,5,555,Champions
1397,137,6,7257.49,1,3,4,134,Lost Customers
1398,36,7,8073.77,3,4,4,344,Average Customers
1399,16,4,6034.2,4,1,3,413,Average Customers
1400,56,7,9111.93,3,4,5,345,Average Customers
1401,81,4,3740.62,2,1,1,211,Lost Customers
1402,40,8,7968.53,3,4,4,344,Average Customers
1403,164,2,1663.42,1,1,1,111,Lost Customers
1404,7,10,9401.710000000001,5,5,5,555,Champions
1405,33,11,7668.83,3,5,4,354,Average Customers
1406,28,6,4605.35,4,3,2,432,Average Customers
1407,0,9,9199.51,5,5,5,555,Champions
1408,10,3,4975.92,5,1,2,512,New Customers
1409,22,5,6232.56,4,2,3,423,Average Customers
1410,60,7,10217.49,2,4,5,245, At Risk
1411,35,6,8273.8,3,3,4,334,Average Customers
1412,121,4,3403.46,1,1,1,111,Lost Customers
1413,3,6,5581.84,5,3,3,533,New Customers
1414,18,2,1758.44,4,1,1,411,Average Customers
1415,57,4,4962.58,3,1,2,312,Average Customers
1416,67,5,4467.3,2,2,2,222,Lost Customers
1417,56,7,9187.68,3,4,5,345,Average Customers
1418,86,7,7705.58,2,4,4,244, At Risk
1419,22,5,3385.2400000000002,4,2,1,421,Average Customers
1420,38,5,4965.84,3,2,2,322,Average Customers
1421,57,6,5452.030000000001,3,3,3,333,Average Customers
1422,38,8,7307.18,3,4,4,344,Average Customers
1423,24,6,7143.39,4,3,4,434,Average Customers
1424,76,3,3560.7,2,1,1,211,Lost Customers
1425,0,4,4470.96,5,1,2,512,New Customers
1426,48,7,5955.06,3,4,3,343,Average Customers
1427,59,6,6354.3,2,3,3,233,Lost Customers
1428,15,10,11559.73,4,5,5,455,Loyal Customers
1429,31,7,5046.72,4,4,2,442,Average Customers
1430,108,6,5159.71,1,3,2,132,Lost Customers
1431,19,4,3180.44,4,1,1,411,Average Customers
1432,33,6,5329.7300000000005,3,3,3,333,Average Customers
1433,131,3,4030.1099999999997,1,1,2,112,Lost Customers
1434,124,2,2016.27,1,1,1,111,Lost Customers
1435,33,7,8853.71,3,4,5,345,Average Customers
1436,72,5,5911.139999999999,2,2,3,223,Lost Customers
1437,143,3,3495.9300000000003,1,1,1,111,Lost Customers
1438,6,11,12392.71,5,5,5,555,Champions
1439,65,4,4947.7300000000005,2,1,2,212,Lost Customers
1440,19,6,8415.02,4,3,4,434,Average Customers
1441,158,2,1628.66,1,1,1,111,Lost Customers
1442,53,3,2305.03,3,1,1,311,Average Customers
1443,44,10,10803.14,3,5,5,355,Loyal Customers
1444,38,5,2497.0699999999997,3,2,1,321,Average Customers
1445,6,6,8482.71,5,3,4,534,New Customers
1446,10,7,9653.68,5,4,5,545,Potential Loyalists
1447,97,7,8905.630000000001,2,4,5,245, At Risk
1448,237,1,642.31,1,1,1,111,Lost Customers
1449,14,6,8326.130000000001,5,3,4,534,New Customers
1450,42,7,8942.8,3,4,5,345,Average Customers
1451,31,7,7294.32,4,4,4,444,Potential Loyalists
1452,2,5,5937.9800000000005,5,2,3,523,New Customers
1453,0,5,6332.4,5,2,3,523,New Customers
1454,5,5,5619.66,5,2,3,523,New Customers
1455,32,5,5089.9,4,2,2,422,Average Customers
1456,8,4,1713.83,5,1,1,511,New Customers
1457,65,7,7169.26,2,4,4,244, At Risk
1458,198,3,4366.14,1,1,2,112,Lost Customers
1459,98,4,5707.43,2,1,3,213,Lost Customers
1460,12,8,14633.24,5,4,5,545,Potential Loyalists
1461,18,7,8475.94,4,4,4,444,Potential Loyalists
1462,81,6,5402.17,2,3,3,233,Lost Customers
1463,110,5,5593.08,1,2,3,123,Lost Customers
1464,106,7,6447.85,1,4,3,143,Lost Customers
1465,107,4,3709.83,1,1,1,111,Lost Customers
1466,33,3,3383.13,3,1,1,311,Average Customers
1467,13,7,5883.48,5,4,3,543,New Customers
1468,24,7,7792.76,4,4,4,444,Potential Loyalists
1469,74,6,5088.71,2,3,2,232,Lost Customers
1470,1,8,8783.3,5,4,5,545,Potential Loyalists
1471,5,5,5435.15,5,2,3,523,New Customers
1472,69,7,8646.38,2,4,4,244, At Risk
1473,32,11,11098.84,4,5,5,455,Loyal Customers
1474,66,5,5061.36,2,2,2,222,Lost Customers
1475,46,8,11874.85,3,4,5,345,Average Customers
1476,24,2,2055.69,4,1,1,411,Average Customers
1477,19,9,9549.97,4,5,5,455,Loyal Customers
1478,1,8,7494.3,5,4,4,544,Potential Loyalists
1479,15,6,5371.29,4,3,3,433,Average Customers
1480,2,9,7182.38,5,5,4,554,Potential Loyalists
1481,20,9,9626.68,4,5,5,455,Loyal Customers
1482,68,12,14366.26,2,5,5,255,Loyal Customers
1483,29,8,7979.17,4,4,4,444,Potential Loyalists
1484,14,5,3812.0,5,2,1,521,New Customers
1485,4,2,1871.67,5,1,1,511,New Customers
1486,32,5,4895.26,4,2,2,422,Average Customers
1487,17,2,617.38,4,1,1,411,Average Customers
1488,40,2,2561.77,3,1,1,311,Average Customers
1489,82,5,4051.77,2,2,2,222,Lost Customers
1490,68,4,4593.42,2,1,2,212,Lost Customers
1491,160,3,3208.6000000000004,1,1,1,111,Lost Customers
1492,5,8,11326.9,5,4,5,545,Potential Loyalists
1493,20,10,11653.87,4,5,5,455,Loyal Customers
1494,18,10,11747.52,4,5,5,455,Loyal Customers
1495,3,2,1217.97,5,1,1,511,New Customers
1496,53,5,7189.5,3,2,4,324,Average Customers
1497,182,6,6257.94,1,3,3,133,Lost Customers
1498,40,4,4031.87,3,1,2,312,Average Customers
1499,125,5,5880.2699999999995,1,2,3,123,Lost Customers
1500,5,5,7075.5599999999995,5,2,4,524,New Customers
1501,53,5,4317.1,3,2,2,322,Average Customers
1502,26,9,11571.9,4,5,5,455,Loyal Customers
1503,34,10,13725.13,3,5,5,355,Loyal Customers
1504,5,5,5266.7,5,2,2,522,New Customers
1505,18,5,6155.87,4,2,3,423,Average Customers
1506,0,10,11058.14,5,5,5,555,Champions
1507,16,4,6661.28,4,1,3,413,Average Customers
1508,61,5,5437.08,2,2,3,223,Lost Customers
1509,44,3,2949.6800000000003,3,1,1,311,Average Customers
1510,56,2,2588.77,3,1,1,311,Average Customers
1511,16,8,7012.24,4,4,4,444,Potential Loyalists
1512,56,4,6281.98,3,1,3,313,Average Customers
1513,120,6,5632.32,1,3,3,133,Lost Customers
1514,67,7,7863.42,2,4,4,244, At Risk
1515,8,7,5844.51,5,4,3,543,New Customers
1516,37,5,5692.96,3,2,3,323,Average Customers
1517,28,11,13750.08,4,5,5,455,Loyal Customers
1518,31,5,6263.77,4,2,3,423,Average Customers
1519,8,11,9090.05,5,5,5,555,Champions
1520,167,4,4369.87,1,1,2,112,Lost Customers
1521,95,2,2287.37,2,1,1,211,Lost Customers
1522,9,6,6500.01,5,3,3,533,New Customers
1523,41,3,3736.42,3,1,1,311,Average Customers
1524,37,8,5784.92,3,4,3,343,Average Customers
1525,24,3,2983.65,4,1,1,411,Average Customers
1526,80,6,8545.73,2,3,4,234,Lost Customers
1527,41,8,8695.82,3,4,4,344,Average Customers
1528,75,7,7880.17,2,4,4,244, At Risk
1529,104,1,1810.0,1,1,1,111,Lost Customers
1530,1,10,13634.73,5,5,5,555,Champions
1531,42,7,7667.54,3,4,4,344,Average Customers
1532,3,6,6446.1900000000005,5,3,3,533,New Customers
1533,104,8,7532.76,1,4,4,144, At Risk
1534,46,7,7048.71,3,4,4,344,Average Customers
1535,104,5,7008.0599999999995,1,2,4,124,Lost Customers
1536,33,4,4914.46,3,1,2,312,Average Customers
1537,26,9,9589.18,4,5,5,455,Loyal Customers
1538,1,4,891.12,5,1,1,511,New Customers
1539,65,8,6655.98,2,4,3,243,Lost Customers
1540,5,6,7965.92,5,3,4,534,New Customers
1541,70,5,6311.2,2,2,3,223,Lost Customers
1542,133,5,5625.49,1,2,3,123,Lost Customers
1543,74,3,2638.73,2,1,1,211,Lost Customers
1544,329,1,1057.51,1,1,1,111,Lost Customers
1545,2,7,6179.73,5,4,3,543,New Customers
1546,69,7,6956.75,2,4,4,244, At Risk
1547,27,9,12870.9,4,5,5,455,Loyal Customers
1548,37,3,2239.69,3,1,1,311,Average Customers
1549,3,7,5720.9800000000005,5,4,3,543,New Customers
1550,42,6,5181.85,3,3,2,332,Average Customers
1551,22,7,7800.78,4,4,4,444,Potential Loyalists
1552,99,5,6945.16,1,2,4,124,Lost Customers
1553,84,4,4422.05,2,1,2,212,Lost Customers
1554,20,7,9898.23,4,4,5,445,Potential Loyalists
1555,133,7,7885.78,1,4,4,144, At Risk
1556,84,5,6248.45,2,2,3,223,Lost Customers
1557,75,7,9899.14,2,4,5,245, At Risk
1558,8,9,13587.269999999999,5,5,5,555,Champions
1559,56,8,11795.54,3,4,5,345,Average Customers
1560,202,3,1348.02,1,1,1,111,Lost Customers
1561,43,8,10601.55,3,4,5,345,Average Customers
1562,100,3,4066.11,1,1,2,112,Lost Customers
1563,129,4,4845.110000000001,1,1,2,112,Lost Customers
1564,13,3,2983.8,5,1,1,511,New Customers
1565,9,2,3083.23,5,1,1,511,New Customers
1566,86,4,2886.44,2,1,1,211,Lost Customers
1567,24,7,10643.93,4,4,5,445,Potential Loyalists
1568,139,5,7722.0599999999995,1,2,4,124,Lost Customers
1569,53,1,1466.68,3,1,1,311,Average Customers
1570,33,9,9958.95,3,5,5,355,Loyal Customers
1571,3,4,6221.7300000000005,5,1,3,513,New Customers
1572,82,6,10119.88,2,3,5,235,Lost Customers
1573,64,4,5400.4400000000005,2,1,3,213,Lost Customers
1574,73,10,9813.75,2,5,5,255,Loyal Customers
1575,86,4,4088.84,2,1,2,212,Lost Customers
1576,37,8,7956.31,3,4,4,344,Average Customers
1577,12,7,7980.92,5,4,4,544,Potential Loyalists
1578,16,7,9064.42,4,4,5,445,Potential Loyalists
1579,40,10,12087.02,3,5,5,355,Loyal Customers
1580,55,8,7454.8099999999995,3,4,4,344,Average Customers
1581,36,8,7922.66,3,4,4,344,Average Customers
1582,55,5,5202.889999999999,3,2,2,322,Average Customers
1583,112,4,4888.05,1,1,2,112,Lost Customers
1584,2,2,2749.7200000000003,5,1,1,511,New Customers
1585,37,8,8002.97,3,4,4,344,Average Customers
1586,16,6,6104.44,4,3,3,433,Average Customers
1587,77,5,4992.59,2,2,2,222,Lost Customers
1588,32,7,9131.54,4,4,5,445,Potential Loyalists
